promotion_id,customer_id,product_id,erp_source,promotion_type,baseline_price,promotional_price,discount_pct,discount_amount,volume_units,trade_spend_amount,volume_uplift_pct,promo_start_date,promo_end_date,transaction_date,approval_status,_ingestion_timestamp
PROMO00277,CUST008,PROD008,TROPOS,Volume Discount,1.49,1.1536,22.58,0.3364,4124,1387.31,32.81,2024-01-12,2024-02-04,2024-01-12,APPROVED,2026-05-05T00:00:29.875749
PROMO00278,CUST008,PROD004,TROPOS,Volume Discount,3.99,3.6189,9.3,0.3711,2940,1091.03,6.25,2024-01-25,2024-02-20,2024-01-25,APPROVED,2026-05-05T00:00:29.875766
PROMO00279,CUST011,PROD011,NAV1,Market Development Fund,1.49,1.2753,14.41,0.2147,4446,954.56,-0.7,2024-01-05,2024-01-16,2024-01-05,APPROVED,2026-05-05T00:00:29.875776
PROMO00280,CUST005,PROD012,NAV2,Volume Discount,4.49,3.9368,12.32,0.5532,3353,1854.88,11.02,2024-07-06,2024-07-31,2024-07-06,APPROVED,2026-05-05T00:00:29.875786
PROMO00281,CUST009,PROD004,CLOUDSUITE,Retailer Event,3.99,3.5012,12.25,0.4888,2414,1179.96,15.17,2024-02-07,2024-03-02,2024-02-07,APPROVED,2026-05-05T00:00:29.875796
PROMO00282,CUST005,PROD014,NAV2,Volume Discount,4.29,3.2269,24.78,1.0631,1023,1087.55,10.76,2024-03-06,2024-03-23,2024-03-06,APPROVED,2026-05-05T00:00:29.875807
PROMO00283,CUST009,PROD006,CLOUDSUITE,Clearance,4.29,3.4277,20.1,0.8623,1680,1448.66,11.06,2024-11-04,2024-11-12,2024-11-04,APPROVED,2026-05-05T00:00:29.875817
PROMO00284,CUST001,PROD001,NAV1,Retailer Event,1.09,1.0056,7.74,0.0844,2778,234.46,15.77,2025-02-15,2025-02-26,2025-02-15,APPROVED,2026-05-05T00:00:29.875827
PROMO00285,CUST010,PROD015,NAV2,New Product Launch,1.45,1.228,15.31,0.222,2736,607.39,1.5,2024-11-09,2024-12-05,2024-11-09,APPROVED,2026-05-05T00:00:29.875838
PROMO00286,CUST012,PROD014,CLOUDSUITE,Retailer Event,4.29,1.3552,68.41,2.9348,4225,12399.53,23.35,2024-09-29,2024-10-15,2024-09-29,APPROVED,2026-05-05T00:00:29.875851
PROMO00287,CUST008,PROD014,TROPOS,Volume Discount,4.29,4.0613,5.33,0.2287,2763,631.9,34.2,2024-12-10,2025-01-04,2024-12-10,APPROVED,2026-05-05T00:00:29.875862
PROMO00288,CUST005,PROD013,NAV2,Retailer Event,1.89,1.4557,22.98,0.4343,268,116.39,5.62,2024-11-01,2024-11-28,2024-11-01,APPROVED,2026-05-05T00:00:29.875872
PROMO00289,CUST010,PROD010,NAV2,Retailer Event,1.49,1.3477,9.55,0.1423,470,66.88,1.82,2024-10-25,2024-11-21,2024-10-25,APPROVED,2026-05-05T00:00:29.875885
PROMO00290,CUST012,PROD010,CLOUDSUITE,Market Development Fund,1.49,1.1847,20.49,0.3053,3164,965.97,22.23,2024-03-16,2024-03-24,2024-03-16,APPROVED,2026-05-05T00:00:29.875895
PROMO00291,CUST010,PROD012,NAV2,New Product Launch,4.49,4.1667,7.2,0.3233,205,66.28,11.75,2024-08-13,2024-09-02,2024-08-13,APPROVED,2026-05-05T00:00:29.875906
PROMO00292,CUST012,PROD004,CLOUDSUITE,Bundle Deal,3.99,3.4629,13.21,0.5271,3913,2062.54,-2.51,2025-01-11,2025-01-22,2025-01-11,APPROVED,2026-05-05T00:00:29.875916
PROMO00293,CUST009,PROD004,CLOUDSUITE,Retailer Event,3.99,3.3428,16.22,0.6472,3968,2568.09,7.55,2024-09-26,2024-10-08,2024-09-26,APPROVED,2026-05-05T00:00:29.875926
PROMO00294,CUST008,PROD015,TROPOS,Bundle Deal,1.45,1.2229,15.66,0.2271,4525,1027.63,25.88,2024-06-30,2024-07-28,2024-06-30,APPROVED,2026-05-05T00:00:29.875937
PROMO00295,CUST011,PROD013,NAV1,Seasonal Promotion,1.89,1.5334,18.87,0.3566,4016,1432.11,6.16,2024-04-08,2024-04-24,2024-04-08,APPROVED,2026-05-05T00:00:29.875947
PROMO00296,CUST004,PROD005,NAV1,Bundle Deal,3.49,2.7773,20.42,0.7127,1748,1245.8,14.56,2024-12-19,2025-01-10,2024-12-19,APPROVED,2026-05-05T00:00:29.875961
PROMO00297,CUST006,PROD009,M3_V133,Volume Discount,4.99,3.8089,23.67,1.1811,2290,2704.72,17.94,2024-05-27,2024-06-20,2024-05-27,APPROVED,2026-05-05T00:00:29.875971
PROMO00298,CUST007,PROD015,M3_V133,Market Development Fund,1.45,1.0933,24.6,0.3567,2877,1026.23,0.86,2025-01-30,2025-02-07,2025-01-30,APPROVED,2026-05-05T00:00:29.875981
PROMO00299,CUST005,PROD012,NAV2,New Product Launch,4.49,4.1946,6.58,0.2954,3673,1085.0,24.89,2024-12-01,2024-12-14,2024-12-01,APPROVED,2026-05-05T00:00:29.875992
PROMO00300,CUST004,PROD014,NAV1,New Product Launch,4.29,3.6135,15.77,0.6765,4654,3148.43,0.49,2024-12-22,2025-01-17,2024-12-22,APPROVED,2026-05-05T00:00:29.876002
PROMO00301,CUST012,PROD010,CLOUDSUITE,Clearance,1.49,1.3441,9.79,0.1459,465,67.84,4.03,2024-12-08,2024-12-22,2024-12-08,APPROVED,2026-05-05T00:00:29.876012
PROMO00302,CUST001,PROD002,NAV1,Bundle Deal,1.09,0.9454,13.27,0.1446,3919,566.69,25.83,2024-02-21,2024-02-28,2024-02-21,APPROVED,2026-05-05T00:00:29.876025
PROMO00303,CUST009,PROD015,CLOUDSUITE,Bundle Deal,1.45,1.3317,8.16,0.1183,3946,466.81,2.98,2024-09-01,2024-09-17,2024-09-01,APPROVED,2026-05-05T00:00:29.876036
PROMO00304,CUST006,PROD005,M3_V133,Clearance,3.49,2.8646,17.92,0.6254,782,489.06,4.29,2024-11-29,2024-12-07,2024-11-29,APPROVED,2026-05-05T00:00:29.876046
PROMO00305,CUST003,PROD007,CLOUDSUITE,Market Development Fund,0.99,0.7659,22.64,0.2241,1490,333.91,10.88,2024-01-19,2024-02-10,2024-01-19,APPROVED,2026-05-05T00:00:29.876057
PROMO00306,CUST003,PROD015,CLOUDSUITE,Volume Discount,1.45,1.1603,19.98,0.2897,2421,701.36,6.94,2024-01-20,2024-02-15,2024-01-20,APPROVED,2026-05-05T00:00:29.876067
PROMO00307,CUST002,PROD015,NAV2,Bundle Deal,1.45,1.0924,24.66,0.3576,2381,851.45,16.73,2024-08-20,2024-09-11,2024-08-20,APPROVED,2026-05-05T00:00:29.876077
PROMO00308,CUST003,PROD014,CLOUDSUITE,Market Development Fund,4.29,3.6431,15.08,0.6469,2285,1478.17,-0.49,2024-04-08,2024-04-20,2024-04-08,APPROVED,2026-05-05T00:00:29.876088
PROMO00309,CUST012,PROD008,CLOUDSUITE,Bundle Deal,1.49,1.2222,17.97,0.2678,1575,421.79,8.48,2024-01-08,2024-01-24,2024-01-08,APPROVED,2026-05-05T00:00:29.876098
PROMO00310,CUST010,PROD011,NAV2,Market Development Fund,1.49,1.1898,20.15,0.3002,1487,446.4,20.55,2024-11-08,2024-11-27,2024-11-08,APPROVED,2026-05-05T00:00:29.876109
PROMO00311,CUST007,PROD009,M3_V133,Volume Discount,4.99,4.4132,11.56,0.5768,3333,1922.47,2.39,2024-12-08,2024-12-19,2024-12-08,APPROVED,2026-05-05T00:00:29.876121
PROMO00312,CUST008,PROD006,TROPOS,Retailer Event,4.29,3.2724,23.72,1.0176,105,106.85,4.42,2024-05-13,2024-05-28,2024-05-13,APPROVED,2026-05-05T00:00:29.876132
PROMO00313,CUST006,PROD005,M3_V133,New Product Launch,3.49,2.9089,16.65,0.5811,4743,2756.16,21.15,2024-01-06,2024-01-20,2024-01-06,APPROVED,2026-05-05T00:00:29.876142
PROMO00314,CUST001,PROD011,NAV1,Retailer Event,1.49,1.3803,7.36,0.1097,2563,281.16,22.44,2024-03-22,2024-04-07,2024-03-22,APPROVED,2026-05-05T00:00:29.876158
PROMO00315,CUST012,PROD002,CLOUDSUITE,Clearance,1.09,0.8963,17.77,0.1937,2466,477.66,3.83,2024-07-07,2024-07-18,2024-07-07,APPROVED,2026-05-05T00:00:29.876171
PROMO00316,CUST008,PROD003,TROPOS,Bundle Deal,2.29,1.9671,14.1,0.3229,3110,1004.22,16.97,2024-07-31,2024-08-22,2024-07-31,APPROVED,2026-05-05T00:00:29.876182
PROMO00317,CUST009,PROD013,CLOUDSUITE,Seasonal Promotion,1.89,1.5445,18.28,0.3455,1839,635.37,22.21,2025-01-25,2025-02-20,2025-01-25,APPROVED,2026-05-05T00:00:29.876192
PROMO00318,CUST002,PROD009,NAV2,Clearance,4.99,4.2949,13.93,0.6951,3013,2094.34,-0.51,2024-02-09,2024-03-04,2024-02-09,APPROVED,2026-05-05T00:00:29.876202
PROMO00319,CUST009,PROD004,CLOUDSUITE,New Product Launch,3.99,3.3336,16.45,0.6564,1277,838.22,29.18,2024-03-25,2024-04-15,2024-03-25,APPROVED,2026-05-05T00:00:29.876213
PROMO00320,CUST002,PROD011,NAV2,Volume Discount,1.49,1.3543,9.11,0.1357,4827,655.02,30.96,2024-09-07,2024-09-28,2024-09-07,APPROVED,2026-05-05T00:00:29.876230
PROMO00321,CUST001,PROD008,NAV1,Clearance,1.49,1.3762,7.64,0.1138,3453,392.95,-2.69,2024-08-21,2024-09-11,2024-08-21,APPROVED,2026-05-05T00:00:29.876241
PROMO00322,CUST011,PROD013,NAV1,New Product Launch,1.89,1.6791,11.16,0.2109,228,48.09,27.66,2024-07-21,2024-08-03,2024-07-21,APPROVED,2026-05-05T00:00:29.876255
PROMO00323,CUST010,PROD002,NAV2,Volume Discount,1.09,1.0256,5.91,0.0644,2872,184.96,16.65,2024-12-24,2025-01-01,2024-12-24,APPROVED,2026-05-05T00:00:29.876265
PROMO00324,CUST002,PROD015,NAV2,Seasonal Promotion,1.45,1.2406,14.44,0.2094,2401,502.77,25.76,2024-07-28,2024-08-24,2024-07-28,APPROVED,2026-05-05T00:00:29.876275
PROMO00325,CUST012,PROD011,CLOUDSUITE,Retailer Event,1.49,1.1282,24.28,0.3618,3117,1127.73,29.78,2024-07-14,2024-08-02,2024-07-14,APPROVED,2026-05-05T00:00:29.876285
PROMO00326,CUST007,PROD002,M3_V133,Bundle Deal,1.09,0.8867,18.65,0.2033,4467,908.14,29.41,2024-03-09,2024-03-19,2024-03-09,APPROVED,2026-05-05T00:00:29.876296
PROMO00327,CUST003,PROD009,CLOUDSUITE,Seasonal Promotion,4.99,4.3483,12.86,0.6417,1093,701.38,28.39,2025-01-07,2025-01-14,2025-01-07,APPROVED,2026-05-05T00:00:29.876309
PROMO00328,CUST005,PROD008,NAV2,Clearance,1.49,1.2148,18.47,0.2752,4510,1241.15,10.17,2024-08-05,2024-08-19,2024-08-05,APPROVED,2026-05-05T00:00:29.876320
PROMO00329,CUST004,PROD008,NAV1,Bundle Deal,1.49,1.3124,11.92,0.1776,2308,409.9,25.62,2024-04-06,2024-04-14,2024-04-06,APPROVED,2026-05-05T00:00:29.876330
PROMO00330,CUST011,PROD007,NAV1,Seasonal Promotion,0.99,0.8187,17.3,0.1713,178,30.49,-2.31,2024-05-03,2024-05-29,2024-05-03,APPROVED,2026-05-05T00:00:29.876340
PROMO00331,CUST001,PROD008,NAV1,Bundle Deal,1.49,1.2373,16.96,0.2527,448,113.21,-3.23,2024-05-05,2024-05-26,2024-05-05,APPROVED,2026-05-05T00:00:29.876351
PROMO00332,CUST004,PROD009,NAV1,Clearance,4.99,4.5234,9.35,0.4666,512,238.9,34.74,2024-03-12,2024-03-26,2024-03-12,APPROVED,2026-05-05T00:00:29.876361
PROMO00333,CUST012,PROD010,CLOUDSUITE,Bundle Deal,1.49,1.3204,11.38,0.1696,4948,839.18,27.74,2025-01-30,2025-02-13,2025-01-30,APPROVED,2026-05-05T00:00:29.876374
PROMO00334,CUST005,PROD015,NAV2,Retailer Event,1.45,1.3359,7.87,0.1141,4320,492.91,7.02,2024-04-23,2024-05-01,2024-04-23,APPROVED,2026-05-05T00:00:29.876384
PROMO00335,CUST009,PROD010,CLOUDSUITE,Bundle Deal,1.49,1.1534,22.59,0.3366,1484,499.51,12.09,2024-11-16,2024-12-08,2024-11-16,APPROVED,2026-05-05T00:00:29.876395
PROMO00336,CUST001,PROD006,NAV1,Clearance,4.29,3.2677,23.83,1.0223,3172,3242.74,7.75,2025-02-06,2025-02-26,2025-02-06,APPROVED,2026-05-05T00:00:29.876405
PROMO00337,CUST007,PROD003,M3_V133,Clearance,2.29,2.0381,11.0,0.2519,1556,391.96,13.94,2025-01-21,2025-02-04,2025-01-21,APPROVED,2026-05-05T00:00:29.876416
PROMO00338,CUST005,PROD014,NAV2,Clearance,4.29,3.4685,19.15,0.8215,3843,3157.02,11.51,2024-01-30,2024-02-19,2024-01-30,APPROVED,2026-05-05T00:00:29.876426
PROMO00339,CUST009,PROD009,CLOUDSUITE,Seasonal Promotion,4.99,4.6068,7.68,0.3832,2039,781.34,8.21,2024-05-10,2024-05-19,2024-05-10,APPROVED,2026-05-05T00:00:29.876436
PROMO00340,CUST008,PROD014,TROPOS,Market Development Fund,4.29,3.7572,12.42,0.5328,4437,2364.03,2.62,2025-01-05,2025-01-20,2025-01-05,APPROVED,2026-05-05T00:00:29.876449
PROMO00341,CUST007,PROD011,M3_V133,Seasonal Promotion,1.49,1.2352,17.1,0.2548,373,95.04,27.19,2024-02-07,2024-03-03,2024-02-07,APPROVED,2026-05-05T00:00:29.876459
PROMO00342,CUST012,PROD011,CLOUDSUITE,Market Development Fund,1.49,1.2489,16.18,0.2411,3977,958.85,31.28,2024-04-16,2024-05-02,2024-04-16,APPROVED,2026-05-05T00:00:29.876472
PROMO00343,CUST001,PROD004,NAV1,Market Development Fund,3.99,3.0428,23.74,0.9472,1011,957.62,14.16,2025-01-17,2025-01-31,2025-01-17,APPROVED,2026-05-05T00:00:29.876483
PROMO00344,CUST012,PROD010,CLOUDSUITE,Clearance,1.49,1.2057,19.08,0.2843,3299,937.91,7.86,2024-05-02,2024-05-18,2024-05-02,APPROVED,2026-05-05T00:00:29.876493
PROMO00345,CUST007,PROD008,M3_V133,New Product Launch,1.49,1.2565,15.67,0.2335,2993,698.87,9.39,2024-06-06,2024-06-28,2024-06-06,APPROVED,2026-05-05T00:00:29.876503
PROMO00346,CUST008,PROD002,TROPOS,Market Development Fund,1.09,0.8604,21.06,0.2296,3896,894.52,7.81,2025-01-24,2025-02-06,2025-01-24,APPROVED,2026-05-05T00:00:29.876513
PROMO00347,CUST006,PROD006,M3_V133,Bundle Deal,4.29,3.7203,13.28,0.5697,4658,2653.66,0.84,2024-04-23,2024-05-08,2024-04-23,APPROVED,2026-05-05T00:00:29.876524
PROMO00348,CUST009,PROD015,CLOUDSUITE,Seasonal Promotion,1.45,1.2081,16.68,0.2419,3470,839.39,2.85,2024-05-31,2024-06-14,2024-05-31,APPROVED,2026-05-05T00:00:29.876534
PROMO00349,CUST007,PROD010,M3_V133,Bundle Deal,1.49,1.1671,21.67,0.3229,4140,1336.81,32.74,2024-10-08,2024-10-25,2024-10-08,APPROVED,2026-05-05T00:00:29.876544
PROMO00350,CUST005,PROD013,NAV2,Seasonal Promotion,1.89,1.485,21.43,0.405,4068,1647.54,24.31,2024-08-23,2024-09-10,2024-08-23,APPROVED,2026-05-05T00:00:29.876554
PROMO00351,CUST003,PROD003,CLOUDSUITE,Clearance,2.29,1.8455,19.41,0.4445,4050,1800.23,34.61,2024-04-04,2024-04-12,2024-04-04,APPROVED,2026-05-05T00:00:29.876568
PROMO00352,CUST009,PROD001,CLOUDSUITE,Bundle Deal,1.09,0.8526,21.78,0.2374,658,156.21,-3.06,2025-02-22,2025-03-01,2025-02-22,APPROVED,2026-05-05T00:00:29.876579
PROMO00353,CUST007,PROD003,M3_V133,Bundle Deal,2.29,1.7896,21.85,0.5004,1945,973.28,1.04,2024-02-04,2024-02-17,2024-02-04,APPROVED,2026-05-05T00:00:29.876592
PROMO00354,CUST009,PROD008,CLOUDSUITE,Retailer Event,1.49,1.3043,12.46,0.1857,4008,744.29,-4.37,2024-12-03,2024-12-27,2024-12-03,APPROVED,2026-05-05T00:00:29.876602
PROMO00355,CUST009,PROD007,CLOUDSUITE,New Product Launch,0.99,0.9381,5.24,0.0519,4386,227.63,16.43,2025-01-04,2025-01-20,2025-01-04,APPROVED,2026-05-05T00:00:29.876612
PROMO00356,CUST001,PROD009,NAV1,Seasonal Promotion,4.99,3.9291,21.26,1.0609,3577,3794.84,-0.72,2025-02-16,2025-02-26,2025-02-16,APPROVED,2026-05-05T00:00:29.876623
PROMO00357,CUST009,PROD003,CLOUDSUITE,Market Development Fund,2.29,2.0651,9.82,0.2249,4362,981.01,9.18,2024-05-09,2024-05-28,2024-05-09,APPROVED,2026-05-05T00:00:29.876633
PROMO00358,CUST002,PROD006,NAV2,Seasonal Promotion,4.29,3.2522,24.19,1.0378,3810,3954.02,34.61,2024-10-16,2024-10-30,2024-10-16,APPROVED,2026-05-05T00:00:29.876643
PROMO00359,CUST005,PROD011,NAV2,Market Development Fund,1.49,1.1688,21.56,0.3212,710,228.05,21.0,2024-11-30,2024-12-08,2024-11-30,APPROVED,2026-05-05T00:00:29.876653
PROMO00360,CUST002,PROD007,NAV2,Volume Discount,0.99,0.8654,12.59,0.1246,4577,570.29,20.47,2024-08-31,2024-09-12,2024-08-31,APPROVED,2026-05-05T00:00:29.876664
PROMO00361,CUST002,PROD008,NAV2,Market Development Fund,1.49,1.1635,21.91,0.3265,2763,902.12,33.95,2024-10-16,2024-11-08,2024-10-16,APPROVED,2026-05-05T00:00:29.876674
PROMO00362,CUST001,PROD004,NAV1,New Product Launch,3.99,3.6217,9.23,0.3683,4693,1728.43,-3.14,2024-08-31,2024-09-09,2024-08-31,APPROVED,2026-05-05T00:00:29.876687
PROMO00363,CUST011,PROD015,NAV1,Bundle Deal,1.45,1.2962,10.61,0.1538,4498,691.79,-3.68,2024-10-15,2024-11-01,2024-10-15,APPROVED,2026-05-05T00:00:29.876698
PROMO00364,CUST001,PROD004,NAV1,New Product Launch,3.99,3.3221,16.74,0.6679,3312,2212.08,1.5,2024-02-09,2024-02-23,2024-02-09,APPROVED,2026-05-05T00:00:29.876708
PROMO00365,CUST010,PROD014,NAV2,Retailer Event,4.29,3.3466,21.99,0.9434,4478,4224.55,25.22,2024-06-18,2024-06-29,2024-06-18,APPROVED,2026-05-05T00:00:29.876719
PROMO00366,CUST012,PROD012,CLOUDSUITE,Volume Discount,4.49,4.195,6.57,0.295,2883,850.48,12.48,2024-01-28,2024-02-06,2024-01-28,APPROVED,2026-05-05T00:00:29.876732
PROMO00367,CUST006,PROD010,M3_V133,Market Development Fund,1.49,1.1863,20.38,0.3037,4929,1496.94,8.06,2024-07-22,2024-08-18,2024-07-22,APPROVED,2026-05-05T00:00:29.876743
PROMO00368,CUST005,PROD013,NAV2,New Product Launch,1.89,1.4203,24.85,0.4697,4069,1911.21,17.12,2024-04-26,2024-05-15,2024-04-26,APPROVED,2026-05-05T00:00:29.876753
PROMO00369,CUST007,PROD003,M3_V133,Market Development Fund,2.29,1.8643,18.59,0.4257,3163,1346.49,19.74,2024-02-13,2024-02-27,2024-02-13,APPROVED,2026-05-05T00:00:29.876766
PROMO00370,CUST012,PROD002,CLOUDSUITE,Bundle Deal,1.09,1.0176,6.64,0.0724,1313,95.06,26.36,2024-07-13,2024-07-24,2024-07-13,APPROVED,2026-05-05T00:00:29.876776
PROMO00371,CUST012,PROD007,CLOUDSUITE,Volume Discount,0.99,0.8778,11.33,0.1122,922,103.45,32.72,2024-02-16,2024-03-08,2024-02-16,APPROVED,2026-05-05T00:00:29.876790
PROMO00372,CUST006,PROD013,M3_V133,Seasonal Promotion,1.89,1.6934,10.4,0.1966,1135,223.14,12.24,2024-02-14,2024-03-09,2024-02-14,APPROVED,2026-05-05T00:00:29.876800
PROMO00373,CUST009,PROD009,CLOUDSUITE,New Product Launch,4.99,4.3333,13.16,0.6567,265,174.03,17.17,2024-02-15,2024-03-12,2024-02-15,APPROVED,2026-05-05T00:00:29.876811
PROMO00374,CUST010,PROD013,NAV2,New Product Launch,1.89,1.6728,11.49,0.2172,3205,696.13,11.55,2024-01-07,2024-01-16,2024-01-07,APPROVED,2026-05-05T00:00:29.876821
PROMO00375,CUST012,PROD015,CLOUDSUITE,Clearance,1.45,1.2152,16.19,0.2348,2038,478.52,1.78,2024-10-19,2024-11-07,2024-10-19,APPROVED,2026-05-05T00:00:29.876831
PROMO00376,CUST003,PROD003,CLOUDSUITE,Seasonal Promotion,2.29,2.0523,10.38,0.2377,2248,534.35,-2.47,2024-09-09,2024-09-29,2024-09-09,APPROVED,2026-05-05T00:00:29.876841
PROMO00377,CUST005,PROD007,NAV2,New Product Launch,0.99,0.8811,11.0,0.1089,680,74.05,32.77,2024-07-03,2024-07-30,2024-07-03,APPROVED,2026-05-05T00:00:29.876852
PROMO00378,CUST008,PROD010,TROPOS,Seasonal Promotion,1.49,1.2318,17.33,0.2582,3800,981.16,7.19,2024-02-24,2024-03-14,2024-02-24,APPROVED,2026-05-05T00:00:29.876864
PROMO00379,CUST006,PROD014,M3_V133,New Product Launch,4.29,3.5435,17.4,0.7465,2749,2052.13,12.22,2024-08-13,2024-09-09,2024-08-13,APPROVED,2026-05-05T00:00:29.876875
PROMO00380,CUST010,PROD003,NAV2,Seasonal Promotion,2.29,2.0379,11.01,0.2521,4991,1258.23,14.16,2024-12-21,2025-01-02,2024-12-21,APPROVED,2026-05-05T00:00:29.876886
PROMO00381,CUST007,PROD006,M3_V133,Market Development Fund,4.29,3.8254,10.83,0.4646,4072,1891.85,4.7,2024-10-21,2024-11-09,2024-10-21,APPROVED,2026-05-05T00:00:29.876896
PROMO00382,CUST005,PROD014,NAV2,Clearance,4.29,3.4011,20.72,0.8889,3040,2702.26,2.99,2024-02-28,2024-03-23,2024-02-28,APPROVED,2026-05-05T00:00:29.876906
PROMO00383,CUST003,PROD011,CLOUDSUITE,Retailer Event,1.49,1.1868,20.35,0.3032,270,81.86,32.72,2025-01-07,2025-01-20,2025-01-07,APPROVED,2026-05-05T00:00:29.876917
PROMO00384,CUST008,PROD013,TROPOS,Market Development Fund,1.89,1.6853,10.83,0.2047,616,126.1,26.83,2025-02-23,2025-03-15,2025-02-23,APPROVED,2026-05-05T00:00:29.876927
PROMO00385,CUST011,PROD008,NAV1,New Product Launch,1.49,1.3741,7.78,0.1159,2530,293.23,21.35,2024-05-03,2024-05-23,2024-05-03,APPROVED,2026-05-05T00:00:29.876937
PROMO00386,CUST007,PROD002,M3_V133,Clearance,1.09,0.9376,13.98,0.1524,4948,754.08,11.03,2024-09-02,2024-09-25,2024-09-02,APPROVED,2026-05-05T00:00:29.876947
PROMO00387,CUST012,PROD007,CLOUDSUITE,Market Development Fund,0.99,0.8329,15.87,0.1571,2995,470.51,16.48,2024-12-25,2025-01-21,2024-12-25,APPROVED,2026-05-05T00:00:29.876961
PROMO00388,CUST002,PROD002,NAV2,Bundle Deal,1.09,0.8679,20.38,0.2221,2958,656.97,19.51,2024-03-26,2024-04-20,2024-03-26,APPROVED,2026-05-05T00:00:29.876971
PROMO00389,CUST011,PROD011,NAV1,Retailer Event,1.49,1.2228,17.93,0.2672,2766,739.08,-0.76,2025-02-11,2025-02-21,2025-02-11,APPROVED,2026-05-05T00:00:29.876982
PROMO00390,CUST005,PROD004,NAV2,Clearance,3.99,3.3831,15.21,0.6069,4299,2609.06,22.51,2024-10-12,2024-10-26,2024-10-12,APPROVED,2026-05-05T00:00:29.876992
PROMO00391,CUST008,PROD006,TROPOS,Clearance,4.29,3.74,12.82,0.55,4871,2679.05,1.03,2024-12-19,2024-12-26,2024-12-19,APPROVED,2026-05-05T00:00:29.877005
PROMO00392,CUST008,PROD002,TROPOS,Market Development Fund,1.09,0.9711,10.91,0.1189,753,89.53,32.63,2024-02-29,2024-03-11,2024-02-29,APPROVED,2026-05-05T00:00:29.877015
PROMO00393,CUST006,PROD005,M3_V133,Retailer Event,3.49,3.0761,11.86,0.4139,1744,721.84,8.93,2024-09-23,2024-10-03,2024-09-23,APPROVED,2026-05-05T00:00:29.877026
PROMO00394,CUST008,PROD012,TROPOS,New Product Launch,4.49,3.6396,18.94,0.8504,2662,2263.76,-3.21,2024-02-04,2024-02-14,2024-02-04,APPROVED,2026-05-05T00:00:29.877036
PROMO00395,CUST001,PROD014,NAV1,Market Development Fund,4.29,3.7812,11.86,0.5088,945,480.82,1.57,2024-12-12,2024-12-26,2024-12-12,APPROVED,2026-05-05T00:00:29.877046
PROMO00396,CUST009,PROD003,CLOUDSUITE,Retailer Event,2.29,1.9227,16.04,0.3673,2761,1014.12,33.34,2024-10-13,2024-10-27,2024-10-13,APPROVED,2026-05-05T00:00:29.877056
PROMO00397,CUST007,PROD011,M3_V133,Volume Discount,1.49,1.3605,8.69,0.1295,3590,464.9,24.5,2024-07-21,2024-08-03,2024-07-21,APPROVED,2026-05-05T00:00:29.877067
PROMO00398,CUST008,PROD010,TROPOS,Seasonal Promotion,1.49,1.2875,13.59,0.2025,86,17.41,3.23,2024-12-26,2025-01-04,2024-12-26,APPROVED,2026-05-05T00:00:29.877078
PROMO00399,CUST010,PROD002,NAV2,New Product Launch,1.09,0.8612,20.99,0.2288,4448,1017.7,8.04,2024-04-05,2024-04-26,2024-04-05,APPROVED,2026-05-05T00:00:29.877091
PROMO00400,CUST002,PROD005,NAV2,Bundle Deal,3.49,2.8475,18.41,0.6425,4059,2607.91,7.54,2024-09-27,2024-10-16,2024-09-27,APPROVED,2026-05-05T00:00:29.877101
PROMO00401,CUST010,PROD007,NAV2,Market Development Fund,0.99,0.8243,16.74,0.1657,2900,480.53,13.31,2024-06-29,2024-07-11,2024-06-29,APPROVED,2026-05-05T00:00:29.877111
PROMO00402,CUST011,PROD012,NAV1,Bundle Deal,4.49,3.5467,21.01,0.9433,4884,4607.08,0.36,2024-02-13,2024-02-23,2024-02-13,APPROVED,2026-05-05T00:00:29.877122
PROMO00403,CUST004,PROD005,NAV1,Seasonal Promotion,3.49,3.2338,7.34,0.2562,3108,796.27,15.43,2024-12-21,2025-01-10,2024-12-21,APPROVED,2026-05-05T00:00:29.877132
PROMO00404,CUST010,PROD003,NAV2,Retailer Event,2.29,1.9122,16.5,0.3778,3515,1327.97,20.42,2024-04-05,2024-05-02,2024-04-05,APPROVED,2026-05-05T00:00:29.877145
PROMO00405,CUST003,PROD009,CLOUDSUITE,Seasonal Promotion,4.99,4.5738,8.34,0.4162,2416,1005.54,7.58,2024-03-12,2024-04-02,2024-03-12,APPROVED,2026-05-05T00:00:29.877156
PROMO00406,CUST010,PROD001,NAV2,Seasonal Promotion,1.09,0.8468,22.31,0.2432,128,31.13,2.81,2024-09-05,2024-09-24,2024-09-05,APPROVED,2026-05-05T00:00:29.877169
PROMO00407,CUST009,PROD009,CLOUDSUITE,Retailer Event,4.99,4.0888,18.06,0.9012,3401,3064.98,11.63,2024-12-16,2025-01-06,2024-12-16,APPROVED,2026-05-05T00:00:29.877179
PROMO00408,CUST008,PROD003,TROPOS,Market Development Fund,2.29,2.1377,6.65,0.1523,302,45.99,3.82,2025-02-11,2025-02-19,2025-02-11,APPROVED,2026-05-05T00:00:29.877189
PROMO00409,CUST005,PROD004,NAV2,Retailer Event,3.99,3.3616,15.75,0.6284,1427,896.73,17.63,2025-02-03,2025-02-25,2025-02-03,APPROVED,2026-05-05T00:00:29.877200
PROMO00410,CUST009,PROD009,CLOUDSUITE,Market Development Fund,4.99,4.6277,7.26,0.3623,985,356.87,16.72,2024-05-17,2024-06-04,2024-05-17,APPROVED,2026-05-05T00:00:29.877210
